Attaching to hardhat-chainlink-plugin-chainlink-hardhat-node-1, hardhat-chainlink-plugin-chainlink-hardhat-postgres-1
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:03:52.066Z [DEBUG] Initializing API credentials                       cmd/client.go:719                file=/chainlink/apicredentials logger=1.6.0@a6a2907 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:24.686Z [INFO]  GET /health                                        web/router.go:517                clientIP=127.0.0.1 latency=420.4?s logger=1.6.0@a6a2907 method=GET path=/health servedAt=2022-09-15 00:06:24 status=200 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:31.227Z [DEBUG] RPC call: evmclient.Client#CallContext             client/node.go:418               evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=65b78fd4-21f0-4514-af24-817dcc9a0aee 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:31.265Z [DEBUG] evmclient.Client#CallContext RPC call success      client/node.go:912               callName=CallContext duration=0.0353981 evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=65b78fd4-21f0-4514-af24-817dcc9a0aee rpcDomain=host.docker.internal:8545 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:41.192Z [DEBUG] RPC call: evmclient.Client#CallContext             client/node.go:418               evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=8bdaf950-87a8-48e6-95b4-2feeffd949d9 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:41.209Z [DEBUG] evmclient.Client#CallContext RPC call success      client/node.go:912               callName=CallContext duration=0.0146412 evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=8bdaf950-87a8-48e6-95b4-2feeffd949d9 rpcDomain=host.docker.internal:8545 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:42.374Z [WARN]  have not received a head for 1m0s                  headtracker/head_listener.go:134 evmChainID=31337 logger=1.6.0@a6a2907.EVM.HeadTracker.HeadListener 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:51.193Z [DEBUG] RPC call: evmclient.Client#CallContext             client/node.go:418               evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=fef3ae44-83c0-4079-8858-4f0ec2116b2f 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:51.204Z [DEBUG] evmclient.Client#CallContext RPC call success      client/node.go:912               callName=CallContext duration=0.0057234 evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=fef3ae44-83c0-4079-8858-4f0ec2116b2f rpcDomain=host.docker.internal:8545 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:53.114Z [DEBUG] TRACE: Starting Session Creation                   web/sessions_controller.go:31    logger=1.6.0@a6a2907 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:53.129Z [DEBUG] Found user                                         sessions/orm.go:131              logger=1.6.0@a6a2907.SessionsORM user=hardhatuser@protofire.io 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:53.267Z [INFO]  No MFA for user. Creating Session                  sessions/orm.go:153              logger=1.6.0@a6a2907.SessionsORM user=hardhatuser@protofire.io 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:53.275Z [INFO]  POST /sessions                                     web/router.go:517                body={"email":"hardhatuser@protofire.io","password":"*REDACTED*"} clientIP=172.27.0.1 latency=160.1076ms logger=1.6.0@a6a2907 method=POST path=/sessions servedAt=2022-09-15 00:06:53 status=200 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:53.311Z [DEBUG] RPC call: evmclient.Client#CallContext             client/node.go:418               args=[{"from":"0x0000000000000000000000000000000000000000","to":"0x0000000000000000000000000000000000000000","data":"0x70a0823100000000000000000000000045ce9cbfb8092438b0cec65296f2dd23277ef120"},"latest"] evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=eth_call mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=9d5bc9f8-da30-4d19-88a6-42e72d71f953 
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | The files belonging to this database system will be owned by user "postgres".
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | This user must also own the server process.
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | 
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | The database cluster will be initialized with locale "en_US.utf8".
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | The default database encoding has accordingly been set to "UTF8".
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | The default text search configuration will be set to "english".
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | 
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | Data page checksums are disabled.
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | 
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | fixing permissions on existing directory /var/lib/postgresql/data ... ok
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | creating subdirectories ... ok
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | selecting dynamic shared memory implementation ... posix
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | selecting default max_connections ... 100
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | selecting default shared_buffers ... 128MB
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | selecting default time zone ... Etc/UTC
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | creating configuration files ... ok
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | running bootstrap script ... ok
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | performing post-bootstrap initialization ... ok
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | syncing data to disk ... ok
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | 
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | initdb: warning: enabling "trust" authentication for local connections
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | You can change this by editing pg_hba.conf or using the option -A, or
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | --auth-local and --auth-host, the next time you run initdb.
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | 
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | Success. You can now start the database server using:
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 | 
hardhat-chainlink-plugin-chainlink-hardhat-postgres-1 |     pg_ctl -D /var/lib/postgresql/data -l logfile start
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:53.372Z [DEBUG] evmclient.Client#CallContext RPC call success      client/node.go:912               args=[{"from":"0x0000000000000000000000000000000000000000","to":"0x0000000000000000000000000000000000000000","data":"0x70a0823100000000000000000000000045ce9cbfb8092438b0cec65296f2dd23277ef120"},"latest"] callName=CallContext duration=0.0574569 evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=eth_call mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=9d5bc9f8-da30-4d19-88a6-42e72d71f953 rpcDomain=host.docker.internal:8545 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:53.374Z [INFO]  POST /query                                        web/router.go:517                body={"operationName":"FetchAccountBalances","query":"fragment AccountBalancesPayload_ResultsFields on EthKey {\n  address\n  chain {\n    id\n    __typename\n  }\n  ethBalance\n  isFunding\n  linkBalance\n  __typename\n}\n\nquery FetchAccountBalances {\n  ethKeys {\n    results {\n      ...AccountBalancesPayload_ResultsFields\n      __typename\n    }\n    __typename\n  }\n}\n","variables":{}} clientIP=172.27.0.1 latency=83.0014ms logger=1.6.0@a6a2907 method=POST path=/query servedAt=2022-09-15 00:06:53 status=200 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:55.052Z [INFO]  GET /health                                        web/router.go:517                clientIP=127.0.0.1 latency=904.4?s logger=1.6.0@a6a2907 method=GET path=/health servedAt=2022-09-15 00:06:55 status=200 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:55.871Z [DEBUG] TRACE: Starting Session Creation                   web/sessions_controller.go:31    logger=1.6.0@a6a2907 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:55.882Z [DEBUG] Found user                                         sessions/orm.go:131              logger=1.6.0@a6a2907.SessionsORM user=hardhatuser@protofire.io 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:55.972Z [INFO]  No MFA for user. Creating Session                  sessions/orm.go:153              logger=1.6.0@a6a2907.SessionsORM user=hardhatuser@protofire.io 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:55.982Z [INFO]  POST /sessions                                     web/router.go:517                body={"email":"hardhatuser@protofire.io","password":"*REDACTED*"} clientIP=172.27.0.1 latency=111.2624ms logger=1.6.0@a6a2907 method=POST path=/sessions servedAt=2022-09-15 00:06:55 status=200 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:56.084Z [INFO]  GET /assets/ba8bbf16ebf8e1d05bef.svg               web/router.go:517                clientIP=172.27.0.1 latency=2.7619ms logger=1.6.0@a6a2907 method=GET path=/assets/ba8bbf16ebf8e1d05bef.svg servedAt=2022-09-15 00:06:56 status=200 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:56.204Z [DEBUG] RPC call: evmclient.Client#CallContext             client/node.go:418               args=[{"from":"0x0000000000000000000000000000000000000000","to":"0x0000000000000000000000000000000000000000","data":"0x70a0823100000000000000000000000045ce9cbfb8092438b0cec65296f2dd23277ef120"},"latest"] evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=eth_call mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=c2e427d6-6eed-4432-a3e7-97ecb281f5f7 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:56.286Z [DEBUG] evmclient.Client#CallContext RPC call success      client/node.go:912               args=[{"from":"0x0000000000000000000000000000000000000000","to":"0x0000000000000000000000000000000000000000","data":"0x70a0823100000000000000000000000045ce9cbfb8092438b0cec65296f2dd23277ef120"},"latest"] callName=CallContext duration=0.0766829 evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=eth_call mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=c2e427d6-6eed-4432-a3e7-97ecb281f5f7 rpcDomain=host.docker.internal:8545 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:56.294Z [INFO]  POST /query                                        web/router.go:517                body={"operationName":"FetchRecentJobRuns","query":"fragment RecentJobRunsPayload_ResultsFields on JobRun {\n  id\n  allErrors\n  createdAt\n  finishedAt\n  status\n  job {\n    id\n    __typename\n  }\n  __typename\n}\n\nquery FetchRecentJobRuns($offset: Int, $limit: Int) {\n  jobRuns(offset: $offset, limit: $limit) {\n    results {\n      ...RecentJobRunsPayload_ResultsFields\n      __typename\n    }\n    metadata {\n      total\n      __typename\n    }\n    __typename\n  }\n}\n","variables":{"limit":5,"offset":0}} clientIP=172.27.0.1 latency=153.689ms logger=1.6.0@a6a2907 method=POST path=/query servedAt=2022-09-15 00:06:56 status=200 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:56.309Z [INFO]  POST /query                                        web/router.go:517                body={"operationName":"FetchAccountBalances","query":"fragment AccountBalancesPayload_ResultsFields on EthKey {\n  address\n  chain {\n    id\n    __typename\n  }\n  ethBalance\n  isFunding\n  linkBalance\n  __typename\n}\n\nquery FetchAccountBalances {\n  ethKeys {\n    results {\n      ...AccountBalancesPayload_ResultsFields\n      __typename\n    }\n    __typename\n  }\n}\n","variables":{}} clientIP=172.27.0.1 latency=155.7453ms logger=1.6.0@a6a2907 method=POST path=/query servedAt=2022-09-15 00:06:56 status=200 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:56.369Z [INFO]  POST /query                                        web/router.go:517                body={"operationName":"FetchRecentJobs","query":"fragment RecentJobsPayload_ResultsFields on Job {\n  id\n  name\n  createdAt\n  __typename\n}\n\nquery FetchRecentJobs($offset: Int, $limit: Int) {\n  jobs(offset: $offset, limit: $limit) {\n    results {\n      ...RecentJobsPayload_ResultsFields\n      __typename\n    }\n    __typename\n  }\n}\n","variables":{"limit":5,"offset":0}} clientIP=172.27.0.1 latency=200.0242ms logger=1.6.0@a6a2907 method=POST path=/query servedAt=2022-09-15 00:06:56 status=200 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:06:56.387Z [INFO]  POST /query                                        web/router.go:517                body={"operationName":"FetchFeatures","query":"query FetchFeatures {\n  features {\n    ... on Features {\n      __typename\n      csa\n      feedsManager\n    }\n    __typename\n  }\n}\n","variables":{}} clientIP=172.27.0.1 latency=20.7971ms logger=1.6.0@a6a2907 method=POST path=/query servedAt=2022-09-15 00:06:56 status=200 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:01.193Z [DEBUG] RPC call: evmclient.Client#CallContext             client/node.go:418               evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=437d7550-4344-4e2b-af4b-9d428f3b397c 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:01.201Z [DEBUG] evmclient.Client#CallContext RPC call success      client/node.go:912               callName=CallContext duration=0.005575 evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=437d7550-4344-4e2b-af4b-9d428f3b397c rpcDomain=host.docker.internal:8545 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:11.156Z [DEBUG] RPC call: evmclient.Client#CallContext             client/node.go:418               evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=85cfdfc0-a50d-423d-a420-4995d97a23da 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:11.166Z [DEBUG] evmclient.Client#CallContext RPC call success      client/node.go:912               callName=CallContext duration=0.0077051 evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=85cfdfc0-a50d-423d-a420-4995d97a23da rpcDomain=host.docker.internal:8545 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:19.365Z [DEBUG] chain shorter than EvmFinalityDepth                headtracker/head_saver.go:61     chainLen=1 evmChainID=31337 evmFinalityDepth=50 logger=1.6.0@a6a2907.EVM.HeadSaver 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:19.369Z [DEBUG] Received new head #1 (0x1)                         headtracker/head_tracker.go:176  blockHash=0x20c6c84fe552aa6b6431ddaf141b7eeea06882d2f475fa24e52a72f1c8f70dc5 blockHeight=1 evmChainID=31337 logger=1.6.0@a6a2907.EVM.HeadTracker parentHeadHash=0x1ad7ca7355e1e045b9eb8d796463b84dd5d78cd9949b8168589f803054c70669 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.289Z [DEBUG] Initiating callbacks                               headtracker/head_broadcaster.go:126 evmChainID=31337 headNum=1 logger=1.6.0@a6a2907.EVM.HeadBroadcaster numCallbacks=4 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.293Z [DEBUG] Finished callback in 94.4?s                        headtracker/head_broadcaster.go:145 blockNumber=1 callbackType=*txmgr.Txm evmChainID=31337 logger=1.6.0@a6a2907.EVM.HeadBroadcaster time=0.0000944 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.293Z [DEBUG] Finished callback in 54.9?s                        headtracker/head_broadcaster.go:145 blockNumber=1 callbackType=*promreporter.promReporter evmChainID=31337 logger=1.6.0@a6a2907.EVM.HeadBroadcaster time=0.0000549 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.296Z [DEBUG] BalanceMonitor: signalling balance worker          monitor/balance.go:101           evmChainID=31337 logger=1.6.0@a6a2907.EVM 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.296Z [DEBUG] RPC call: evmclient.Client#BatchCallContext        client/node.go:440               batchElems=[{"Method":"eth_getBlockByNumber","Args":["0x0",true],"Result":{"Number":"0x0","Hash":"0x0000000000000000000000000000000000000000000000000000000000000000","ParentHash":"0x0000000000000000000000000000000000000000000000000000000000000000","BaseFeePerGas":null,"Timestamp":"0xfffffff1886e0900","Transactions":null},"Error":null}] evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC mode=websocket nBatchElems=1 node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=2d21e318-c93d-4ff4-a21b-61ee9199739a 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.297Z [DEBUG] processHead start                                  txmgr/eth_confirmer.go:201       evmChainID=31337 headNum=1 id=eth_confirmer logger=1.6.0@a6a2907.EVM.Txm.EthConfirmer 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.297Z [DEBUG] Finished callback in 4.6208ms                      headtracker/head_broadcaster.go:145 blockNumber=1 callbackType=*log.broadcaster evmChainID=31337 logger=1.6.0@a6a2907.EVM.HeadBroadcaster time=0.0046208 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.297Z [DEBUG] Received head                                      log/broadcaster.go:544           blockHash=0x20c6c84fe552aa6b6431ddaf141b7eeea06882d2f475fa24e52a72f1c8f70dc5 blockNumber=1 chainLen=2 evmChainID=31337 logger=1.6.0@a6a2907.EVM.LogBroadcaster parentHash=0x1ad7ca7355e1e045b9eb8d796463b84dd5d78cd9949b8168589f803054c70669 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.309Z [DEBUG] Finished callback in 13.6954ms                     headtracker/head_broadcaster.go:145 blockNumber=1 callbackType=*monitor.balanceMonitor evmChainID=31337 logger=1.6.0@a6a2907.EVM.HeadBroadcaster time=0.0136954 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.310Z [DEBUG] RPC call: evmclient.Client#BalanceAt               client/node.go:798               account=0x45Ce9CBfb8092438B0ceC65296F2dd23277Ef120 blockNumber=<nil> evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=33af7744-38c3-4859-96fe-db22480b8a78 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.336Z [DEBUG] evmclient.Client#BatchCallContext RPC call success client/node.go:912               batchElems=[{"Method":"eth_getBlockByNumber","Args":["0x0",true],"Result":{"Number":"0x0","Hash":"0x0000000000000000000000000000000000000000000000000000000000000000","ParentHash":"0x0000000000000000000000000000000000000000000000000000000000000000","BaseFeePerGas":null,"Timestamp":"0xfffffff1886e0900","Transactions":null},"Error":null}] callName=BatchCallContext duration=0.0239767 evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC mode=websocket nBatchElems=1 node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=2d21e318-c93d-4ff4-a21b-61ee9199739a rpcDomain=host.docker.internal:8545 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.345Z [DEBUG] Using fewer blocks than the specified history size: 1/8 gas/block_history_estimator.go:469 blocksAvailable=1 evmChainID=31337 head=Head{Number: 1, Hash: 0x20c6c84fe552aa6b6431ddaf141b7eeea06882d2f475fa24e52a72f1c8f70dc5, ParentHash: 0x1ad7ca7355e1e045b9eb8d796463b84dd5d78cd9949b8168589f803054c70669} headNum=1 logger=1.6.0@a6a2907.EVM.Txm.BlockHistoryEstimator rollingBlockHistorySize=8 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.354Z [DEBUG] No suitable transactions, skipping                 gas/block_history_estimator.go:326 evmChainID=31337 head=Head{Number: 1, Hash: 0x20c6c84fe552aa6b6431ddaf141b7eeea06882d2f475fa24e52a72f1c8f70dc5, ParentHash: 0x1ad7ca7355e1e045b9eb8d796463b84dd5d78cd9949b8168589f803054c70669} logger=1.6.0@a6a2907.EVM.Txm.BlockHistoryEstimator 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.371Z [DEBUG] evmclient.Client#BalanceAt RPC call success        client/node.go:912               account=0x45Ce9CBfb8092438B0ceC65296F2dd23277Ef120 balance=20000000000000000000 blockNumber=<nil> callName=BalanceAt duration=0.0295925 evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=33af7744-38c3-4859-96fe-db22480b8a78 rpcDomain=host.docker.internal:8545 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.383Z [INFO]  New ETH balance for 0x45Ce9CBfb8092438B0ceC65296F2dd23277Ef120: 20.000000000000000000 monitor/balance.go:124           address=0x45Ce9CBfb8092438B0ceC65296F2dd23277Ef120 ethBalance=20.000000000000000000 evmChainID=31337 logger=1.6.0@a6a2907.EVM.balance_log weiBalance=20000000000000000000 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.388Z [DEBUG] Chain length supplied for re-org detection was shorter than EvmFinalityDepth txmgr/eth_confirmer.go:1312      chainLength=2 evmChainID=31337 evmFinalityDepth=50 logger=1.6.0@a6a2907.EVM.Txm.EthConfirmer nConsecutiveBlocksChainTooShort=1 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:20.408Z [DEBUG] processHead finish                                 txmgr/eth_confirmer.go:239       evmChainID=31337 headNum=1 id=eth_confirmer logger=1.6.0@a6a2907.EVM.Txm.EthConfirmer 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:21.157Z [DEBUG] RPC call: evmclient.Client#CallContext             client/node.go:418               evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=3742a122-0579-45cb-bff7-d14a738c0ee9 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:21.168Z [DEBUG] evmclient.Client#CallContext RPC call success      client/node.go:912               callName=CallContext duration=0.0084001 evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=3742a122-0579-45cb-bff7-d14a738c0ee9 rpcDomain=host.docker.internal:8545 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:25.363Z [INFO]  GET /health                                        web/router.go:517                clientIP=127.0.0.1 latency=238.7?s logger=1.6.0@a6a2907 method=GET path=/health servedAt=2022-09-15 00:07:25 status=200 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:31.159Z [DEBUG] RPC call: evmclient.Client#CallContext             client/node.go:418               evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=51a45ec7-a597-48a5-9639-1202d9ec2283 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:31.167Z [DEBUG] evmclient.Client#CallContext RPC call success      client/node.go:912               callName=CallContext duration=0.0068346 evmChainID=31337 logger=1.6.0@a6a2907.EVM.Node.RPC method=web3_clientVersion mode=websocket node=(primary)primary-0-31337:ws://host.docker.internal:8545 nodeName=primary-0-31337 nodeTier=primary requestID=51a45ec7-a597-48a5-9639-1202d9ec2283 rpcDomain=host.docker.internal:8545 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:33.714Z [DEBUG] chain shorter than EvmFinalityDepth                headtracker/head_saver.go:61     chainLen=2 evmChainID=31337 evmFinalityDepth=50 logger=1.6.0@a6a2907.EVM.HeadSaver 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:33.982Z [DEBUG] Received new head #2 (0x2)                         headtracker/head_tracker.go:176  blockHash=0x366506f21f8d1f07e5b488f9e9764594e522244fd0c8020513c262be3e86174d blockHeight=2 evmChainID=31337 logger=1.6.0@a6a2907.EVM.HeadTracker parentHeadHash=0x20c6c84fe552aa6b6431ddaf141b7eeea06882d2f475fa24e52a72f1c8f70dc5 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:34.287Z [DEBUG] Initiating callbacks                               headtracker/head_broadcaster.go:126 evmChainID=31337 headNum=2 logger=1.6.0@a6a2907.EVM.HeadBroadcaster numCallbacks=4 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:34.363Z [DEBUG] Finished callback in 119.4?s                       headtracker/head_broadcaster.go:145 blockNumber=2 callbackType=*txmgr.Txm evmChainID=31337 logger=1.6.0@a6a2907.EVM.HeadBroadcaster time=0.0001194 
hardhat-chainlink-plugin-chainlink-hardhat-node-1 | 2022-09-15T00:07:34.363Z [DEBUG] Finished callback in 55.3?s                        headtracker/head_broadcaster.go:145 blockNumber=2 callbackType=*log.broadcaster evmChainID=31337 logger=1.6.0@a6a2907.EVM.HeadBroadcaster time=0.0000553 
